id,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5886,15741094,527,France,Female,32,4,0,1,1,0,63982.41,0
5887,15596710,803,Germany,Male,34,4,83727.28,1,1,1,52629.73,0
5888,15763665,710,France,Female,39,6,131834.76,2,1,0,95611.47,0
5889,15657565,660,France,Female,34,8,0,2,1,0,57929.8,0
5890,15676909,637,France,Female,36,5,0,2,1,0,158043.11,0
5891,15624391,642,France,Female,43,3,107749.03,1,1,0,174770.14,1
5892,15761497,629,France,Female,33,7,0,2,0,0,151316.37,0
5893,15753639,627,France,Female,53,7,0,2,1,0,88890.75,1
5894,15736043,635,France,Male,44,5,0,2,1,1,50783.1,0
5895,15645572,550,France,Male,32,5,0,2,0,0,112256.57,0
5896,15686885,642,France,Male,41,3,0,2,0,1,57926.81,0
5897,15802570,793,Germany,Male,28,7,93816.73,2,1,0,177862.87,0
5898,15676521,755,Spain,Male,37,7,0,2,1,0,127875.1,0
5899,15665579,551,Germany,Male,35,7,122084.63,1,0,0,145562.4,0
5900,15778515,531,France,Male,45,4,0,2,1,1,140166.95,0
5901,15798884,631,Germany,Male,52,1,136659.74,1,1,1,132034.13,1
5902,15808852,685,France,Male,31,5,0,1,1,1,132973.21,0
5904,15702293,594,France,Female,66,5,0,2,1,1,82696.84,0
5905,15777855,598,France,Male,39,3,0,1,1,0,70400.86,0
5906,15616454,572,France,Male,28,8,118547.72,1,1,1,162478.11,0
5907,15596060,554,France,Male,38,2,0,2,0,1,54865.52,0
5908,15642530,682,France,Female,48,2,0,1,1,0,85522.84,1
5909,15590810,567,Spain,Male,48,1,0,1,1,0,173365.9,1
5910,15742238,643,Germany,Male,26,10,122029.15,2,1,1,131736.23,0
5911,15662021,531,France,Male,32,3,0,2,1,1,143598.7,0
5912,15796787,663,Germany,Female,41,8,128243.03,1,1,1,115022.64,1
5913,15659495,705,France,Female,43,1,0,2,1,0,144593.3,1
5914,15776629,714,Germany,Female,58,7,129248.11,1,0,0,53710.23,1
5915,15590810,850,Germany,Female,42,8,97700.02,2,1,0,105887.04,1
5916,15628893,641,France,Male,35,6,0,2,1,0,125961.48,0
5917,15654574,644,France,Female,40,9,0,1,0,0,53534.8,1
5918,15592781,766,France,Female,49,7,0,1,1,1,35367.19,1
5919,15641043,667,France,Male,29,4,0,1,0,0,177028,0
5920,15589589,507,France,Male,41,9,0,2,1,1,199392.14,0
5923,15698031,683,France,Female,36,7,0,2,0,1,180969.55,0
5924,15571284,706,France,Male,26,7,0,2,0,0,126726.33,0
5925,15656683,584,Spain,Female,42,8,0,2,0,0,136859.55,0
5926,15793327,588,France,Female,37,5,0,2,1,0,140579.17,0
5927,15737408,600,Germany,Male,38,1,157780.93,1,1,1,86701.4,0
5928,15691387,703,Germany,Female,32,7,122773.5,1,1,1,124095.69,0
5929,15776467,656,Spain,Male,35,5,0,2,0,1,166370.81,0
5931,15571254,617,Germany,Female,43,2,116922.25,2,1,0,118313.87,1
5933,15754919,439,France,Female,45,5,0,1,1,1,152567.75,0
5934,15703068,727,France,Male,35,2,135067.02,2,1,0,88852.11,0
5936,15702715,602,France,Female,31,5,0,1,1,0,177622.38,0
5937,15663886,633,France,Female,39,3,0,1,1,0,49833.5,1
5938,15688868,535,Germany,Male,37,3,113909.69,2,1,0,121408.62,0
5939,15571529,778,Germany,Female,46,9,113599.42,1,1,1,74858.3,1
5940,15603594,682,Spain,Male,39,3,0,2,0,1,180890.4,0
5941,15800514,695,France,Male,43,7,0,1,1,0,165082.25,1
5942,15697597,629,France,Male,37,7,0,2,1,1,143049.72,0
5944,15632256,684,France,Male,35,1,0,2,1,1,38772.82,0
5945,15765694,704,France,Female,33,10,0,2,1,0,151335.24,0
5946,15749679,689,France,Female,51,8,184715.86,1,1,0,92888.52,1
5947,15643908,646,Germany,Female,36,3,130306.49,2,1,1,169920.92,0
5948,15725166,755,France,Male,54,4,0,2,1,1,77965.67,0
5949,15603883,703,France,Female,54,10,165413.43,1,1,0,163554.85,1
5950,15748352,843,France,Female,30,7,0,2,1,0,26116.82,0
5951,15772632,662,Spain,Male,39,4,0,1,0,1,170819.01,0
5952,15601550,607,France,Male,23,9,109387.33,1,0,1,143635.01,0
5953,15701354,662,Germany,Male,41,5,123870.07,1,0,0,179908.71,1
5954,15576517,753,Germany,Male,36,3,129855.32,1,1,1,77866.91,1
5955,15757933,724,France,Female,36,4,0,2,1,0,106969.98,0
5956,15804052,628,France,Female,39,2,178095.55,2,0,0,101515.76,0
5957,15617304,646,Germany,Female,32,4,123936.54,1,1,1,154364.66,0
5958,15754919,710,Spain,Female,45,8,0,2,1,0,116848.79,0
5959,15777046,725,Spain,Female,30,5,0,1,1,1,27886.06,0
5961,15617082,730,France,Male,28,3,0,2,1,1,162599.51,0
5962,15746065,557,Germany,Female,34,4,114628.4,1,0,0,92816.86,1
5963,15737542,611,France,Male,50,1,0,1,1,1,143598.7,0
5966,15697567,632,Spain,Female,46,2,0,2,1,1,183572.39,0
5967,15727391,669,Spain,Male,22,8,0,2,1,0,182784.11,0
5968,15676966,705,Spain,Male,35,4,0,2,1,0,36557.55,0
5970,15691863,568,France,Male,43,9,0,1,1,1,90877.48,0
5971,15597957,681,France,Male,43,4,0,1,1,0,173899.42,1
5972,15602934,567,France,Female,32,8,155060.41,2,1,1,180326.83,0
5973,15714256,663,France,Female,35,6,0,2,0,0,86044.98,0
5974,15774854,701,Spain,Female,34,8,0,2,1,0,84760.32,0
5975,15794870,699,Spain,Female,32,6,0,2,0,0,18800.13,0
5976,15807563,649,France,Female,34,7,0,1,1,1,107839.03,0
5977,15775307,474,France,Female,50,1,0,1,1,0,182775.08,1
5978,15665327,662,France,Male,32,6,0,1,0,1,109891.03,0
5979,15634602,646,France,Male,33,8,0,2,1,0,187987.08,0
5980,15637178,652,France,Female,51,3,0,1,1,1,160526.36,0
5981,15682639,597,Spain,Male,56,6,75893.11,2,1,0,48108.72,1
5983,15796790,598,Germany,Female,38,4,109387.9,1,1,1,122423.31,1
5984,15790448,578,France,Female,33,2,0,2,0,1,93524.19,0
5985,15775490,583,Germany,Female,40,8,122552.34,2,1,1,141476.56,0
5986,15682634,704,France,Female,46,1,0,1,1,0,93777.91,1
5987,15581733,739,France,Male,36,1,0,1,0,1,140763.18,0
5988,15585249,652,Germany,Female,50,4,106871.81,1,1,0,126812.63,1
5989,15665811,685,Spain,Male,64,5,0,1,0,1,113086.08,1
5991,15669414,683,France,Male,25,4,0,2,0,1,158043.11,0
5992,15632275,705,Spain,Female,36,0,0,2,1,1,84872.66,0
5993,15753092,613,Spain,Male,37,6,0,2,1,1,94739.3,0
5994,15656592,602,Germany,Male,31,5,132944.8,2,0,1,182944.47,0
5995,15571873,603,Germany,Male,38,9,71264.02,2,1,1,163471.01,0
5996,15769974,697,France,Female,45,10,0,1,1,0,145558.42,1
5997,15641490,559,Germany,Male,22,7,132558.26,1,0,0,119381.41,1
5998,15802478,732,Germany,Female,41,10,91622.42,1,1,1,79134.78,0
5999,15638963,667,Germany,Female,42,3,87541.06,1,1,1,113051.64,1
6001,15745354,695,Germany,Male,38,5,102645.48,2,1,1,25571.37,0
6003,15594878,652,Germany,Male,36,6,124577.33,2,1,0,157959.02,0
6005,15791268,645,France,Male,37,6,165980.14,2,1,1,84760.32,0
6006,15743893,646,Germany,Female,39,9,113858.95,2,1,1,199661.5,0
6008,15812607,710,France,Female,38,5,125889.3,1,1,1,149457.81,0
6009,15773869,599,Spain,Male,39,1,138523.3,1,0,1,143598.7,0
6010,15602735,584,France,Male,35,4,0,2,1,0,143598.7,0
6011,15662098,637,Spain,Female,43,2,0,2,0,0,158973.77,0
6012,15747649,711,Germany,Female,40,4,123372.3,1,0,0,85421.48,1
6013,15804919,684,France,Female,37,6,102773.2,1,1,0,171060.01,0
6014,15772650,651,Spain,Male,30,4,0,2,1,1,27654.44,0
6015,15604020,669,France,Male,27,9,0,2,1,1,104469.06,0
6016,15615473,709,France,Female,30,9,0,1,1,1,112946.67,0
6017,15744529,634,Spain,Female,53,8,99836.47,1,1,1,121053.19,0
6018,15571529,692,Spain,Female,40,6,0,2,1,0,153895.32,0
6019,15616172,758,Germany,Female,44,8,139973.65,1,1,0,83022.75,1
6020,15584518,725,France,Male,29,1,145875.74,1,1,0,129891.66,0
6021,15693902,573,Spain,Female,24,5,152663.77,1,1,1,180142.88,0
6022,15609676,637,France,Female,19,3,103516.87,1,1,0,161579.85,0
6023,15586523,567,France,Female,40,4,176913.52,1,1,0,164061.6,0
6024,15764444,724,France,Female,41,2,79450.95,1,1,0,145792.01,0
6025,15750837,648,France,Female,41,3,85957.88,1,0,0,131501.72,1
6026,15774133,641,Spain,Male,32,7,0,2,1,1,161890.05,0
6027,15768451,683,France,Female,49,4,136658.66,1,1,0,145796.49,1
6028,15694566,707,Spain,Male,38,3,0,2,1,1,98949.85,0
6029,15775572,624,France,Female,21,8,0,2,1,0,161653.5,0
6030,15626985,594,France,Female,44,10,121355.99,1,1,1,187900.12,0
6032,15650018,548,France,Male,23,5,0,2,1,1,140947.05,0
6033,15796969,643,Germany,Female,55,6,124557.65,1,0,1,140937.97,1
6034,15749905,779,Spain,Female,34,4,0,2,0,0,149814.68,0
6035,15780254,526,France,Male,32,1,0,2,1,1,97734.3,0
6036,15655341,605,Spain,Female,39,7,0,2,0,0,69531.22,0
6037,15806922,748,France,Male,28,1,0,2,1,1,176843.53,0
6038,15793896,636,Spain,Female,50,5,0,2,1,0,176962.31,0
6039,15714586,585,France,Female,32,0,0,2,1,1,91560.63,0
6040,15618581,641,France,Male,38,4,0,1,1,0,177065.24,0
6041,15632275,582,Spain,Male,62,6,0,1,1,1,133672.62,0
6042,15628963,709,Spain,Male,35,4,0,2,1,0,55775.84,0
6043,15727177,697,France,Male,50,8,0,1,1,0,173844.89,1
6044,15651713,736,Germany,Male,43,6,116241.19,1,0,0,55829.25,1
6045,15631392,703,France,Male,32,9,88938.62,1,0,0,898.51,0
6046,15724663,841,France,Male,41,8,0,1,1,1,116885.59,0
6047,15659327,585,France,Female,30,2,0,2,1,0,43931.56,0
6048,15593976,661,France,Male,21,6,0,2,1,0,180553.48,0
6049,15725028,628,Spain,Male,41,8,0,2,0,1,79176.09,0
6051,15577985,651,France,Male,42,4,167983.17,1,0,1,93524.19,1
6052,15658364,642,France,Male,38,4,0,2,1,0,177844.06,0
6053,15574858,633,France,Male,36,8,0,2,1,1,128882.66,0
6055,15667085,561,France,Male,23,0,0,1,1,1,57764.65,0
6057,15581388,696,France,Male,34,4,0,2,1,0,186948.35,0
6058,15711299,594,France,Male,34,2,0,2,1,0,56636.28,0
6059,15648032,724,France,Male,32,7,0,2,0,1,141152.43,0
6060,15658670,586,France,Male,37,5,0,2,1,1,86022.09,0
6062,15759021,613,France,Male,30,4,0,2,1,1,132424.69,0
6063,15692575,714,France,Female,32,3,0,1,1,1,115217.59,0
6065,15756056,639,France,Female,26,5,0,1,0,1,162053.92,1
6066,15602312,704,France,Male,40,6,0,2,1,1,52885.23,0
6068,15674526,636,France,Male,35,0,127837.54,1,1,1,181419.29,0
6069,15674928,710,France,Male,23,9,132351.29,1,0,1,55829.25,0
6071,15642710,648,France,Male,38,6,0,1,0,1,108675.01,0
6072,15727138,741,France,Female,40,8,0,1,1,0,88890.05,1
6073,15618581,559,France,Female,34,2,0,1,1,1,132861.9,0
6074,15643496,730,Germany,Female,49,4,101430.3,1,1,0,28367.21,1
6075,15749019,684,France,Female,39,3,0,2,0,1,55725.04,0
6076,15777959,721,France,Female,40,9,0,2,1,1,96658.26,0
6079,15701354,776,Spain,Female,30,10,139180.97,1,1,1,164769.13,0
6080,15728456,669,France,Male,35,7,146766.72,2,1,1,176763.27,0
6081,15579891,591,Germany,Male,31,2,83495.11,2,1,0,140941.78,0
6082,15686538,590,France,Female,38,0,143835.52,1,1,1,119313.74,0
6083,15794413,732,France,Female,39,4,0,2,0,0,96885.19,0
6084,15750258,528,Spain,Female,29,7,0,1,1,0,61623.19,0
6085,15690164,706,France,Female,56,2,0,2,0,1,77965.44,0
6086,15636595,588,France,Female,38,4,0,1,1,1,142516.35,1
6087,15640078,543,France,Male,34,8,0,2,1,1,147075.69,0
6088,15633818,549,Germany,Female,67,0,133598.4,1,1,1,153356.8,1
6089,15678916,630,Spain,Male,41,5,0,2,1,1,144849.1,0
6090,15717286,754,Germany,Female,35,8,115713.84,1,1,0,157564.75,0
6092,15757837,542,France,Female,37,10,0,2,1,1,175324.74,0
6093,15660147,613,France,Female,27,6,139914.17,1,1,1,143952.24,0
6094,15776929,762,Germany,Male,29,2,181546.84,1,0,0,164741.5,0
6095,15585047,535,France,Male,54,3,110407.44,1,1,0,159800.16,1
6096,15579826,604,France,Female,31,3,0,2,1,0,56594.36,0
6097,15794868,731,France,Female,28,7,0,2,0,0,19199.61,0
6098,15611669,669,France,Male,29,2,0,2,0,0,147964.99,0
6099,15728693,663,France,Female,55,0,0,3,1,0,16081.62,1
6100,15691287,669,Spain,Female,52,4,0,2,0,1,122268.75,1
6101,15567446,681,France,Male,34,6,0,2,1,0,145562.4,0
6102,15720702,653,Spain,Female,56,3,0,1,1,0,170518.52,1
6103,15607990,613,France,Male,61,4,0,1,1,1,96985.58,0
6104,15768240,696,Germany,Male,43,7,114421.55,1,1,0,187980.21,1
6105,15597957,575,Germany,Male,37,3,121206.96,2,1,1,75837.58,0
6106,15651336,683,Spain,Male,31,5,0,1,1,0,43821.56,1
6107,15591497,622,France,Male,31,5,0,2,1,0,139919.38,0
6108,15605827,539,Germany,Female,51,3,111769.14,1,0,1,180769.55,1
6109,15715667,705,France,Male,29,10,0,1,0,0,88890.05,1
6110,15640161,615,Spain,Male,29,2,0,2,1,1,163666.85,0
6111,15791045,686,France,Female,37,7,0,2,1,1,70550,0
6112,15642530,539,Germany,Female,56,7,122717.53,1,1,0,84699.56,1
6113,15624695,639,France,Male,41,5,0,2,0,0,143882.25,0
6114,15725762,660,France,Male,29,7,0,2,1,1,173948.4,0
6116,15583462,539,France,Male,39,3,0,1,1,0,79005.95,1
6117,15647725,727,France,Male,28,7,0,1,1,0,116828.51,0
6118,15699963,641,France,Female,45,9,0,2,1,0,27244.35,0
6120,15697480,651,France,Female,32,4,149364.57,1,1,0,121151.1,0
6121,15742329,589,France,Male,41,6,0,1,1,1,132973.18,0
6122,15692406,738,Germany,Female,31,6,151246.65,1,0,1,182612.51,0
6123,15681705,825,France,Male,23,7,0,2,1,0,105887.04,0
6124,15806822,710,France,Male,31,2,0,2,1,0,103570.8,0
6125,15769955,768,France,Male,35,10,0,2,1,1,143617.83,0
6126,15756820,721,France,Male,34,7,0,2,1,0,120880.72,0
6127,15657747,758,France,Female,31,1,126670.37,1,1,0,173511.72,1
6128,15672930,706,France,Male,49,7,0,1,1,1,162858.28,1
6129,15769504,578,Germany,Male,39,6,132567.75,1,1,0,145562.4,1
6130,15768449,642,France,Female,33,4,0,2,1,1,143614.01,0
6132,15734674,705,Germany,Female,33,4,103564.83,1,0,1,105782.89,0
6133,15768270,730,France,Male,35,8,0,1,1,0,12838.34,0
6134,15748116,686,France,Male,31,2,0,2,1,0,182865.09,0
6135,15694566,645,Spain,Female,37,2,0,1,1,1,735.79,1
6136,15791279,651,France,Male,29,2,0,2,1,0,69227.55,0
6137,15805769,627,Germany,Female,26,2,123347.18,1,1,1,104852.6,1
6138,15743016,679,France,Female,57,7,0,2,0,0,89609.26,0
6139,15672945,624,France,Male,29,1,0,2,1,1,181221.09,0
6140,15679738,748,France,Female,56,7,0,1,1,1,151401.33,1
6141,15773520,703,France,Female,51,7,0,2,1,0,142516.35,1
6142,15633274,624,France,Male,52,8,0,2,1,1,138700.75,0
6143,15632576,743,France,Female,32,9,0,2,1,1,88958.49,0
6144,15776936,586,France,Female,32,3,0,2,1,1,12092.04,0
6145,15667554,619,France,Male,34,6,111396.97,1,0,0,170893.85,0
6146,15589401,711,France,Male,40,9,0,2,0,1,136079.64,0
6147,15705735,748,France,Female,29,3,0,1,1,1,92916.54,0
6148,15782468,573,Spain,Male,35,9,0,2,0,1,121098.65,0
6149,15594576,636,Spain,Male,34,0,0,2,1,1,55868.97,0
6150,15776733,686,France,Male,30,2,0,1,1,0,142967.07,0
6151,15591766,696,France,Male,51,1,0,1,1,1,121277.78,0
6152,15656426,850,Spain,Female,33,6,0,2,1,1,122379.54,0
6153,15761717,850,France,Male,39,4,105405.97,1,1,0,166677.35,0
6154,15709928,762,France,Female,40,8,0,2,0,0,127095.14,0
6155,15640686,595,Spain,Male,38,7,109342.79,1,1,0,79342.31,0
6156,15723400,662,France,Female,37,2,96950.21,1,0,0,72462.25,0
6157,15776985,715,France,Female,26,2,0,2,1,0,53420.53,0
6158,15594812,599,France,Male,35,1,0,1,1,1,142839.82,1
6159,15670552,697,France,Female,33,4,0,2,1,1,115186.97,0
6160,15605872,656,France,Female,38,4,0,1,1,0,81292.83,1
6162,15753831,700,France,Male,29,2,0,2,1,1,157862.82,0
6163,15786463,705,Spain,Male,57,5,0,2,1,1,100478.6,0
6164,15750055,707,Germany,Male,32,3,114427.43,2,1,0,162599.51,1
6165,15676958,721,Spain,Female,35,4,106036.52,1,1,1,69531.22,0
6166,15633108,733,Spain,Female,31,4,113811.85,1,1,1,147055.87,0
6167,15677785,635,France,Female,47,10,0,2,1,0,188305.85,1
6168,15790594,589,Germany,Male,41,6,161807.18,2,1,0,132798.78,0
6169,15769402,682,Germany,Female,51,1,106059.4,1,1,0,102515.43,1
6170,15570932,587,France,Male,34,2,0,2,1,0,145562.4,0
6171,15700864,537,Germany,Male,42,5,121159.65,1,1,0,186489.35,1
6172,15752026,692,Spain,Male,29,4,0,2,1,0,123882.73,0
6173,15791842,597,Spain,Female,33,2,0,2,1,1,94820.85,0
6174,15708713,696,Germany,Male,55,3,138937.15,3,1,0,177737.07,1
6175,15775888,729,Germany,Male,39,8,102025.32,2,1,0,35644.79,0
6176,15586870,657,France,Male,35,9,0,2,1,0,124550.88,0
6177,15780650,587,Germany,Female,39,5,126674.81,1,1,1,139048,0
6178,15642570,636,Germany,Female,44,10,121418.62,1,1,0,97640.2,0
6179,15592230,635,France,Female,37,8,0,2,0,1,85902.39,0
6180,15694506,651,Spain,Male,34,8,0,2,0,1,18094.96,0
6181,15684861,459,Spain,Male,55,5,0,1,1,0,172049.84,1
6182,15589488,850,Germany,Female,30,8,131283.11,1,1,1,77864.41,0
6183,15793825,703,France,Male,49,2,0,2,1,1,88878.15,0
6184,15794895,610,France,Male,26,8,0,2,0,1,124749.08,0
6186,15593773,638,Spain,Female,40,1,0,2,0,0,93777.15,1
6187,15691323,681,France,Female,27,6,0,2,1,1,60416.76,0
6188,15783875,605,France,Male,34,7,0,2,1,1,152491.22,0
6189,15749693,733,Germany,Male,45,8,122552.51,1,1,0,177528.92,1
6190,15612103,684,France,Female,43,2,0,1,1,1,121207.66,1
6191,15798888,663,Spain,Male,39,3,0,1,1,0,106761.47,0
6192,15681439,850,France,Female,23,6,0,2,1,0,167873.49,0
6194,15591386,829,Spain,Female,27,8,0,2,1,0,131283.6,0
6195,15645896,667,France,Male,29,2,142663.46,1,1,0,65769.3,0
6196,15709920,679,France,Male,38,0,151739.65,1,1,0,129964.94,0
6197,15794048,579,Spain,Male,33,6,0,2,1,0,81313.51,0
6198,15586523,755,France,Male,35,7,0,2,1,0,141756.32,0
6200,15780409,683,France,Female,35,7,0,2,1,1,120540.83,0
6201,15570192,685,France,Male,38,2,0,1,1,0,103832.58,0
6202,15671591,633,France,Female,38,6,0,2,1,1,176924.21,1
6203,15672970,687,Germany,Female,37,4,97750.07,2,0,0,84760.32,0
6204,15749265,748,France,Female,44,2,142688.57,1,1,0,79304.38,0
6205,15801265,730,Spain,Male,35,6,0,1,0,0,138882.98,0
6206,15672970,609,France,Female,36,9,0,2,1,0,123879.36,0
6207,15797960,732,France,Male,37,6,0,2,1,0,86786.41,0
6208,15690958,479,Spain,Female,43,6,102800.65,1,1,0,126253.31,0
6209,15576615,850,Spain,Male,43,9,0,2,1,1,151902.78,0
6211,15752801,731,France,Male,38,1,0,2,1,1,129870.93,0
6213,15571928,710,France,Male,26,8,0,1,1,0,188377.21,1
6214,15735330,669,France,Female,44,4,0,1,1,1,124432.58,0
6216,15772412,807,Spain,Male,33,4,0,2,1,0,177622.38,0
6217,15748381,591,France,Female,41,5,136525.99,1,1,0,86099.23,0
6218,15586522,605,France,Female,38,7,0,1,1,1,142680.64,0
6219,15607098,667,France,Female,29,6,123785.24,1,1,1,175072.47,0
6220,15792360,667,France,Male,41,1,0,2,1,1,162760.96,0
6222,15697028,705,France,Female,36,9,0,2,1,0,163558.42,0
6223,15790630,645,France,Female,32,3,91902.56,2,1,1,129975.94,1
6224,15588854,633,Germany,Female,46,5,133845.36,2,0,0,132467.53,0
6225,15757895,837,France,Male,32,9,0,2,1,1,166586.99,0
6226,15688880,651,France,Male,39,2,0,2,1,0,106534.15,0
6227,15689671,775,France,Female,30,1,84521.24,1,1,1,167036.94,0
6229,15613337,730,France,Female,36,3,0,2,1,0,173912.29,1
6230,15627395,749,France,Male,61,9,0,2,1,1,64907.48,0
6231,15764293,587,France,Female,30,5,0,1,1,1,80619.09,1
6232,15665879,688,France,Male,31,7,121231.39,1,1,1,87985.2,0
6233,15663478,596,France,Male,33,3,0,1,1,1,121846.81,0
6234,15637324,661,France,Male,48,3,130142.79,1,1,1,122073.33,0
6235,15723893,487,Germany,Female,40,7,103396.07,1,1,0,122925.5,1
6236,15589210,704,France,Male,35,4,0,2,1,1,181694.44,0
6238,15705034,589,France,Female,38,6,0,2,0,0,53437.1,0
6239,15809777,687,Germany,Female,35,2,94415.04,1,1,0,122782.5,0
6240,15777896,696,Germany,Female,36,8,169445.4,2,0,0,156787.34,0
6241,15654577,684,Germany,Female,32,4,141784.02,1,1,0,115468.84,0
6242,15634564,753,France,Male,37,5,0,2,1,0,127827.18,0
6243,15677377,729,France,Male,22,7,0,2,1,0,150507.43,0
6244,15767391,739,France,Female,55,5,0,1,1,1,149814.68,1
6245,15741494,721,France,Female,42,4,0,2,1,1,136869.31,0
6247,15734008,716,France,Male,37,9,0,1,1,1,149278.96,0
6248,15633876,652,Spain,Male,31,8,0,2,1,1,89822.48,0
6249,15771059,713,France,Female,36,8,0,2,0,0,84870.23,0
6250,15806822,741,Spain,Male,42,2,122453.97,1,1,1,121085.72,0
6251,15677522,745,France,Male,33,8,0,1,0,1,105780.18,1
6252,15700223,714,Spain,Female,52,9,0,2,1,1,179521.24,0
6253,15780128,732,France,Male,31,6,0,2,0,0,93524.19,0
6254,15705301,728,France,Female,32,6,0,2,1,1,123866.43,0
6256,15736112,593,France,Male,29,9,0,1,1,1,61326.43,0
6257,15658432,662,Spain,Female,34,10,0,2,1,1,97908.01,0
6258,15696733,737,Germany,Female,52,6,116967.68,1,1,0,85547.33,1
6259,15802274,607,Spain,Female,37,10,0,2,1,0,35367.19,0
6261,15578073,646,France,Male,25,0,115725.24,1,1,1,164064.44,0
6262,15672826,627,France,Female,51,4,0,1,1,0,79304.38,1
6263,15596060,591,France,Male,41,9,139822.57,1,1,0,144880.27,0
6264,15794916,774,France,Male,36,0,0,2,0,0,181605.85,0
6265,15772632,589,France,Male,41,1,0,2,0,0,56780.97,0
6266,15759499,537,France,Male,35,2,0,2,1,1,75578.67,0
6269,15646942,628,Germany,Female,48,4,136525.99,1,1,0,181224.56,1
6270,15785819,636,France,Female,44,5,0,1,0,0,131953.23,1
6271,15694450,735,France,Female,29,9,0,2,0,0,142513.5,0
6272,15778936,639,Spain,Female,38,7,0,2,1,0,107787.42,0
6273,15710111,666,France,Female,33,3,0,2,1,0,125952.82,0
6274,15586069,544,Spain,Male,40,8,160858.13,1,1,1,75884.65,0
6275,15675328,675,France,Male,32,2,0,2,1,0,80553.87,0
6276,15771417,730,Germany,Male,43,3,108449.23,2,1,0,143614.01,0
6277,15782659,697,France,Female,25,9,146587.3,1,1,1,91652.43,0
6278,15636238,569,Spain,Male,43,2,90696.78,1,1,0,115186.97,1
6279,15573926,675,France,Male,45,7,134954.35,1,1,0,124954.56,1
6280,15728709,774,France,Male,39,8,0,2,1,0,124872.42,0
6281,15762091,729,France,Male,34,6,0,1,0,1,64831.36,1
6282,15602312,718,Spain,Male,31,2,0,2,1,0,69697.74,0
6283,15789432,596,Spain,Male,34,5,0,2,1,1,127951.81,0
6284,15700383,680,France,Female,27,4,0,2,1,1,80587.27,0
6286,15809909,616,Germany,Female,51,8,104552.61,1,0,0,52314.71,1
6287,15689671,587,France,Male,35,10,109570.21,1,1,1,87400.53,0
6288,15700964,710,France,Male,32,2,0,2,1,1,72628.84,0
6290,15589401,605,Germany,Female,41,6,118078.83,1,1,0,72993.67,0
6291,15639576,718,France,Female,32,0,0,1,1,1,167784.28,0
6292,15628992,705,Spain,Female,35,7,0,2,1,1,83499.89,0
6293,15585892,608,Spain,Male,26,8,133537.1,1,0,0,71554.41,0
6294,15579969,549,France,Female,28,8,92599.55,1,1,1,160523.33,0
6295,15573318,850,France,Female,33,9,0,2,1,1,92865.41,0
6296,15727059,568,Spain,Male,36,2,0,2,1,0,132673.23,0
6297,15692729,697,Spain,Male,41,6,0,2,1,1,85412.64,0
6298,15715117,537,France,Male,38,9,0,2,1,0,56787.8,0
6299,15737998,749,France,Female,35,8,0,2,1,0,74800.99,1
6300,15737795,705,France,Male,36,2,0,2,1,1,82890.75,0
6301,15794414,754,Spain,Male,46,4,186796.37,3,0,0,119374.74,1
6302,15574071,635,France,Female,43,1,0,3,1,1,85901.09,1
6303,15585855,667,France,Male,39,5,0,2,1,0,145567.37,0
6304,15732660,676,France,Female,32,3,0,2,1,1,182865.09,0
6305,15568106,658,France,Female,40,2,153946.14,1,1,0,181499.77,1
6306,15800620,459,France,Female,42,1,0,2,1,1,88566.9,0
6307,15750141,718,Spain,Male,57,1,0,1,1,0,128892.39,1
6308,15704586,654,Germany,Male,45,9,132405.52,1,1,0,93901.61,1
6309,15652693,773,Germany,Female,46,9,107749.56,1,1,1,60552.44,1
6310,15752588,713,Spain,Male,43,5,0,2,1,0,77965.44,0
6311,15654700,745,France,Male,23,2,0,1,0,1,60972.84,0
6312,15592229,735,France,Female,46,4,0,1,1,0,61538.43,1
6313,15720371,714,France,Male,37,9,0,1,1,1,176768.59,0
6314,15582591,593,France,Male,26,7,101609.01,2,1,1,142783.98,0
6315,15682442,850,France,Female,40,7,0,2,0,0,96985.58,0
6316,15702801,656,France,Male,39,1,0,2,1,1,167028.51,0
6317,15679760,749,France,Male,26,2,0,2,1,1,171039.56,0
6318,15806918,639,Germany,Male,40,10,137115.16,2,0,0,162515.17,0
6319,15610900,660,France,Male,34,2,0,2,1,0,132734.87,0
6320,15637593,686,Spain,Female,27,1,0,2,1,0,103560.98,0
6322,15726774,594,France,Male,48,4,91611.12,1,0,0,157937.35,0
6323,15680224,739,Germany,Female,42,8,113657.83,1,1,0,113656.83,1
6324,15656592,559,France,Male,30,7,0,2,1,0,71672.36,0
6325,15605447,599,France,Female,31,6,0,2,1,1,181208.47,0
6326,15777907,594,France,Female,49,6,0,1,1,1,157918.35,1
6327,15753092,595,Spain,Male,38,10,0,2,1,0,151325.24,0
6328,15773789,659,Spain,Male,44,9,0,2,1,1,78563.66,0
6330,15644765,703,France,Female,62,8,0,2,1,0,61636.22,1
6331,15628112,603,Spain,Female,37,9,106070.89,1,1,0,181221.09,0
6332,15689594,677,France,Male,36,3,121461.88,1,1,1,131953.23,0
6333,15581525,738,Spain,Female,36,8,0,2,0,0,67789.99,0
6334,15579526,718,France,Male,34,3,0,2,1,0,126561.07,0
6335,15697948,656,Spain,Female,45,10,0,1,1,1,179521.24,0
